1.000000000000000056e-01, 6.453960000000000363e+00, 7.041590000000000238e+00, 6.486316913629995184e+00, 7.127603108965239187e+00, 0.000000000000000000e+00, 1.000000000000000000e+00
2.000000000000000111e-01, 6.486699999999999910e+00, 7.161579999999999835e+00, 6.486551615941978710e+00, 7.127512577918306391e+00, 1.417306006447188174e-04, 9.986184536453860394e-01
2.999999999999999889e-01, 6.486939999999999706e+00, 7.145450000000000301e+00, 6.487213542034492519e+00, 7.127249807439190121e+00, 5.414504921171940698e-04, 9.946084525482736804e-01
4.000000000000000222e-01, 6.483710000000000306e+00, 7.134500000000000064e+00, 6.488264050535526906e+00, 7.126840637755337049e+00, 1.175825158372879181e-03, 9.883643307326341887e-01
5.000000000000000000e-01, 6.486729999999999663e+00, 7.129109999999999836e+00, 6.489683209482478787e+00, 7.126294073673049567e+00, 2.032818207405712001e-03, 9.800235057777684222e-01
5.999999999999999778e-01, 6.481690000000000396e+00, 7.122550000000000381e+00, 6.491423453899156648e+00, 7.125634910832264524e+00, 3.083706391505424728e-03, 9.699643708109589868e-01
6.999999999999999556e-01, 6.486360000000000348e+00, 7.123980000000000423e+00, 6.493378736248692107e+00, 7.124884284741304086e+00, 4.264450370921910732e-03, 9.585094636296211945e-01
8.000000000000000444e-01, 6.503809999999999647e+00, 7.119989999999999597e+00, 6.495498959360503477e+00, 7.124069955108473629e+00, 5.544797771841135890e-03, 9.460824104383973587e-01
9.000000000000000222e-01, 6.499349999999999739e+00, 7.119710000000000427e+00, 6.497677387964610141e+00, 7.123219403567449426e+00, 6.860293950435855832e-03, 9.331025938923060981e-01
1.000000000000000000e+00, 6.502570000000000405e+00, 7.121900000000000119e+00, 6.499862729683662188e+00, 7.122352763125985753e+00, 8.179964778718748844e-03, 9.198772531586022483e-01
1.100000000000000089e+00, 6.500939999999999941e+00, 7.120519999999999960e+00, 6.501992678887500432e+00, 7.121492356229688347e+00, 9.466185512768971605e-03, 9.067470392558867331e-01
1.199999999999999956e+00, 6.504150000000000098e+00, 7.122720000000000162e+00, 6.504043744298122931e+00, 7.120656517701929644e+00, 1.070477038290667399e-02, 8.939917502120282577e-01
1.300000000000000044e+00, 6.510530000000000150e+00, 7.119530000000000136e+00, 6.505964117509670963e+00, 7.119853427627720777e+00, 1.186443364499603463e-02, 8.817362179715414472e-01
1.399999999999999911e+00, 6.518749999999999822e+00, 7.117130000000000400e+00, 6.507770900214941534e+00, 7.119155350101602941e+00, 1.295550256497524089e-02, 8.710832266042600747e-01
1.500000000000000000e+00, 6.512089999999999712e+00, 7.117420000000000080e+00, 6.509372666263617546e+00, 7.118276276677907966e+00, 1.392276727682479481e-02, 8.576681527142459016e-01
1.600000000000000089e+00, 6.509970000000000034e+00, 7.120470000000000077e+00, 6.510859221015871334e+00, 7.117515633983992451e+00, 1.482045889369723243e-02, 8.460603874608206842e-01
1.699999999999999956e+00, 6.519750000000000156e+00, 7.118649999999999700e+00, 6.512198100524865474e+00, 7.116810831268676196e+00, 1.562897328538317976e-02, 8.353047665433910307e-01
1.800000000000000044e+00, 6.518640000000000434e+00, 7.116220000000000212e+00, 6.513423949807741309e+00, 7.116120545334452707e+00, 1.636923167352417538e-02, 8.247706785329466106e-01
1.899999999999999911e+00, 6.504609999999999559e+00, 7.114889999999999937e+00, 6.514540063025249239e+00, 7.115444853111476675e+00, 1.704322331582215286e-02, 8.144592974198296975e-01
2.000000000000000000e+00, 6.508119999999999905e+00, 7.114419999999999966e+00, 6.515596916341418243e+00, 7.114772451219872451e+00, 1.768142945034250485e-02, 8.041981283109500556e-01
2.100000000000000089e+00, 6.512150000000000105e+00, 7.111340000000000217e+00, 6.516574940228504254e+00, 7.114112289318130777e+00, 1.827203255003124333e-02, 7.941237472040656442e-01
2.200000000000000178e+00, 6.522400000000000198e+00, 7.113419999999999632e+00, 6.517530541456108217e+00, 7.113457559260691454e+00, 1.884909519087411139e-02, 7.841322585959316083e-01
2.299999999999999822e+00, 6.515489999999999782e+00, 7.111830000000000318e+00, 6.518449711928894885e+00, 7.112807560730900924e+00, 1.940415824969940820e-02, 7.742129753250427404e-01
